name,name_norm,basic_part,count,example
サイドブレーキブラケット,サイドブレーキブラケット,ブラケット,2,"サイドブレーキブラケット亀裂溶接"
カプラースイッチブラケット,カプラースイッチブラケット,ブラケット,2,"カプラースイッチブラケット取付加工"
ブラケット鈑金,ブラケット鈑金,ブラケット,2,"取付ブラケット鈑金"
アウトリガーブラケット,アウトリガーブラケット,ブラケット,1,"アウトリガーブラケット曲がり直し"
左リアフェンダーブラケット,左リアフェンダーブラケット,ブラケット,1,"左リアフェンダーブラケット２本曲がり直し取付フェンダー２枚取替"
ブラケット増し締め点検,ブラケット増し締め点検,ブラケット,1,"シートブラケット増し締め点検"
左フェンダーブラケット,左フェンダーブラケット,ブラケット,1,"左フェンダーブラケット折損部取付加工溶接"
左右ブラケット,左右ブラケット,ブラケット,1,"左右ブラケット修正"
ステンテールランプブラケット,ステンテールランプブラケット,ブラケット,1,"ステンテールランプブラケット応急曲がり直し"
スケット補強ブラケット,スケット補強ブラケット,ブラケット,1,"スケット補強ブラケット4枚脱着"
右工具箱ブラケット,右工具箱ブラケット,ブラケット,1,"右工具箱ブラケットステー腐食部分製作切替溶接1本"
ブラケットボルト取外し,ブラケットボルト取外し,ブラケット,1,"ボデー内レールブラケットボルト取外し"
蝶番ブラケット,蝶番ブラケット,ブラケット,1,"蝶番ブラケット取替加工4本"
左右前補強ブラケット,左右前補強ブラケット,ブラケット,1,"左右前補強ブラケット亀裂溶接"
掛けパイプ差込ステンブラケット,掛けパイプ差込ステンブラケット,ブラケット,1,"リヤシート掛けパイプ差込ステンブラケット２個製作穴掘りボルト止め加工"
ブラケットクッションゴム貼,ブラケットクッションゴム貼,ブラケット,1,"タンクブラケットクッションゴム貼替接着脱着"
右ブラケット,右ブラケット,ブラケット,1,"右ブラケット補強材製作取付溶接"
ブラケット塗装,ブラケット塗装,ブラケット,1,"リフレクターブラケット塗装"
ボデー滑車ブラケット,ボデー滑車ブラケット,ブラケット,1,"ボデー滑車ブラケット左側上下2ヵ所コーナーカット仕上げ"
反射板ブラケット,反射板ブラケット,ブラケット,1,"反射板ブラケット脱着鈑金塗装"
ブラケット取外し,ブラケット取外し,ブラケット,1,"ブラケット取外し"
ステンブラケット,ステンブラケット,ブラケット,1,"ステンブラケット切断鈑金ステン溶接"
ブラケット取付,ブラケット取付,ブラケット,1,"観音扉右側コンパネラックブラケット取付"
前側キャッチブラケット,前側キャッチブラケット,ブラケット,1,"前側キャッチブラケット切断鈑金リブ制作溶接"
後ろキャッチブラケット,後ろキャッチブラケット,ブラケット,1,"後ろキャッチブラケット曲がり直し"
アンダーブラケット,アンダーブラケット,ブラケット,1,"アンダーブラケット脱着"
マーカーブラケット,マーカーブラケット,ブラケット,1,"マーカーブラケット取付加工"
左右サイドラバーブラケット,左右サイドラバーブラケット,ブラケット,1,"左右サイドラバーブラケット脱着"
押えブラケット,押えブラケット,ブラケット,1,"押えブラケット脱着"
ブラケット折損応急修理,ブラケット折損応急修理,ブラケット,1,"リヤナンバーブラケット折損応急修理"
社外品タンクブラケット,社外品タンクブラケット,ブラケット,1,"社外品タンクブラケット2本補強取付"
スプリングブラケット,スプリングブラケット,ブラケット,1,"スプリングブラケット亀裂溶接"
プラットホーム取付ブラケット,プラットホーム取付ブラケット,ブラケット,1,"プラットホーム取付ブラケットボルト折損修理"
テールパイプブラケット,テールパイプブラケット,ブラケット,1,"テールパイプブラケット取替"
ライセンスブラケット,ライセンスブラケット,ブラケット,1,"ライセンスブラケット折損部修正"
煽りドアキャッチ受けブラケット,煽りドアキャッチ受けブラケット,ブラケット,1,"煽りドアキャッチ受けブラケット切断加工調整"
バッテリーブラケット,バッテリーブラケット,ブラケット,1,"バッテリーブラケット建込溶接修理"
スペアタイヤブラケット,スペアタイヤブラケット,ブラケット,1,"スペアタイヤブラケット脱着"
ガイドブラケット,ガイドブラケット,ブラケット,1,"ガイドブラケット脱着鈑金"
左ミラーロアブラケット,左ミラーロアブラケット,ブラケット,1,"左ミラーロアブラケット取り付け部分建て込み修理"
センサー及びブラケット,センサー及びブラケット,ブラケット,1,"センサー及びブラケット脱着"
ブラケット修理,ブラケット修理,ブラケット,1,"架台下段インターロックストッパーブラケット修理"
タイヤ灯ブラケット,タイヤ灯ブラケット,ブラケット,1,"タイヤ灯ブラケット脱着折損補強取付溶接"
コネクターブラケット,コネクターブラケット,ブラケット,1,"コネクターブラケット製作取付"
工具箱分解ブラケット,工具箱分解ブラケット,ブラケット,1,"工具箱分解ブラケット取り付け"
ブラケット取り付け,ブラケット取り付け,ブラケット,1,"工具箱分解ブラケット取り付け"
工具棚ブラケット,工具棚ブラケット,ブラケット,1,"工具棚ブラケット台車設計製作塗装一式"
ホイストブラケット,ホイストブラケット,ブラケット,1,"ホイストブラケット切断脱着溶接"
エアタンクブラケット,エアタンクブラケット,ブラケット,1,"エアタンクブラケット加工"
左フロントステイブラケット,左フロントステイブラケット,ブラケット,1,"左フロントステイブラケット脱着切替加工"
左車高灯ブラケット,左車高灯ブラケット,ブラケット,1,"左車高灯ブラケット取り換え加工"
車高灯左ブラケット,車高灯左ブラケット,ブラケット,1,"車高灯左ブラケット取替加工"
左右ハンガーブラケット,左右ハンガーブラケット,ブラケット,1,"左右ハンガーブラケット腐食4ヶ所曲げ鋼材製作溶接鈑金修理"
観音扉キーブラケット,観音扉キーブラケット,ブラケット,1,"観音扉キーブラケット交換"
オイルタンクブラケット,オイルタンクブラケット,ブラケット,1,"オイルタンクブラケット修正ボルト折れ込み修理"
ローラーブラケット,ローラーブラケット,ブラケット,1,"ローラーブラケット補強取付ステン溶接"
ブラケット補強取付ステン溶,ブラケット補強取付ステン溶,ブラケット,1,"ローラーブラケット補強取付ステン溶接"
取付ブラケット,取付ブラケット,ブラケット,1,"取付ブラケット鈑金"
ブラケット点検増し締め,ブラケット点検増し締め,ブラケット,1,"サスペンションブラケット点検増し締め"
左ブラケット,左ブラケット,ブラケット,1,"左ブラケット修正亀裂溶接"
カプラースイッチ取付ブラケット,カプラースイッチ取付ブラケット,ブラケット,1,"カプラースイッチ取付ブラケット加工"
駐車ブレーキブラケット,駐車ブレーキブラケット,ブラケット,1,"駐車ブレーキブラケット亀裂2ヵ所カット溶接"
プレート,プレート,プレート,62,"スカッフプレート脱着"
スカッフプレート,スカッフプレート,プレート,10,"スカッフプレート脱着"
ナンバープレート,ナンバープレート,プレート,8,"ナンバープレート封印取外し"
右スカッフプレート,右スカッフプレート,プレート,4,"右スカッフプレート脱着ウェザーストリップ修正"
バックプレート,バックプレート,プレート,3,"バックプレート脱着"
センター泥除けプレート,センター泥除けプレート,プレート,3,"センター泥除けプレート脱着切断加工"
左右反射板プレート,左右反射板プレート,プレート,3,"左右反射板プレート制作取付加工"
補強プレート,補強プレート,プレート,2,"補強プレート穴掘り加工取替"
左スカッフプレート,左スカッフプレート,プレート,2,"左スカッフプレート脱着"
アームプレート,アームプレート,プレート,2,"アームプレート取付穴掘りリベット止め加工（10ミリボルト3セット"
プレート交換,プレート交換,プレート,2,"ウィングキャッチプレート交換"
左右泥除けプレート,左右泥除けプレート,プレート,1,"左右泥除けプレート亀裂溶接"
プレート封印取外し,プレート封印取外し,プレート,1,"ナンバープレート封印取外し"
左右ロックプレート,左右ロックプレート,プレート,1,"左右ロックプレートボルト取替"
左右バックプレート,左右バックプレート,プレート,1,"左右バックプレートボルト折れ込み取外し加工12本"
サイドガード足載せプレート,サイドガード足載せプレート,プレート,1,"サイドガード足載せプレート左右鈑金修理"
プレート左右鈑金修理,プレート左右鈑金修理,プレート,1,"サイドガード足載せプレート左右鈑金修理"
左ナンバープレート,左ナンバープレート,プレート,1,"左ナンバープレートステイ修正折損溶接"
レバープレート,レバープレート,プレート,1,"レバープレート製作取付加工"
プレートステイ交換,プレートステイ交換,プレート,1,"ナンバープレートステイ交換"
左泥除けプレート,左泥除けプレート,プレート,1,"左泥除けプレート亀裂溶接"
右泥除けプレート,右泥除けプレート,プレート,1,"右泥除けプレート脱着鈑金溶接"
プレート清掃,プレート清掃,プレート,1,"3軸左右バックプレート清掃"
泥除けプレート,泥除けプレート,プレート,1,"泥除けプレート脱着"
ボルト,ボルト,ボルト,364,"押えボルト折れ込み取替加工２本"
ボルト折れ込み修理,ボルト折れ込み修理,ボルト,34,"エアコネクターボルト折れ込み修理"
折れ込みボルト,折れ込みボルト,ボルト,12,"折れ込みボルト取外し取替加工"
嚙み込みボルト,嚙み込みボルト,ボルト,12,"嚙み込みボルト２本切断取替加工"
ボルト取付,ボルト取付,ボルト,10,"ガゼットボルト取付"
ボルト修理,ボルト修理,ボルト,9,"折れ込みボルト修理"
腐食ボルト,腐食ボルト,ボルト,6,"腐食ボルト折れ込み取外し加工"
ボルト折損修理,ボルト折損修理,ボルト,6,"ウィング蝶番ボルト折損修理"
折損ボルト,折損ボルト,ボルト,5,"折損ボルト取替加工"
前後ナンバーボルト,前後ナンバーボルト,ボルト,4,"前後ナンバーボルト脱着タップ掛け"
ボルト取外し,ボルト取外し,ボルト,4,"オイルパン折れ込みボルト取外し"
ステンボルト,ステンボルト,ボルト,4,"左前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）"
リヤナンバーボルト,リヤナンバーボルト,ボルト,3,"リヤナンバーボルト折れ込み取外し取替"
ガゼットボルト,ガゼットボルト,ボルト,3,"ガゼットボルト取付"
ボルト込み,ボルト込み,ボルト,3,"ボルト込み）"
Uボルト,Uボルト,ボルト,3,"Uボルト固定溶接1ヶ所"
取付ボルト,取付ボルト,ボルト,3,"取付ボルト2本切断取替"
ウィング蝶番ボルト,ウィング蝶番ボルト,ボルト,3,"ウィング蝶番ボルト2本取り付け点検"
ボルト嚙み込み修理,ボルト嚙み込み修理,ボルト,3,"踊り場脱着ボルト嚙み込み修理"
押えボルト,押えボルト,ボルト,2,"押えボルト折れ込み取替加工２本"
踊場右枠骨ボルト,踊場右枠骨ボルト,ボルト,2,"踊場右枠骨ボルト折れ込み取外し取替加工"
CIタップボルト,CIタップボルト,ボルト,2,"CIタップボルト"
穴掘りボルト,穴掘りボルト,ボルト,2,"穴掘りボルト２本止め固定加工"
ボルト取り外し,ボルト取り外し,ボルト,2,"焼き付きボルト取り外し"
ボルト止め,ボルト止め,ボルト,2,"荷台内架台修正ボルト止め"
ナンバーボルト,ナンバーボルト,ボルト,2,"ナンバーボルト折れ込み取外し"
ロングボルト,ロングボルト,ボルト,2,"ロングボルト2本取替"
横根太穴掘りボルト,横根太穴掘りボルト,ボルト,2,"横根太穴掘りボルト留め加工"
ブラケットボルト,ブラケットボルト,ボルト,2,"ブラケットボルト折れ込み修理"
固定ボルト,固定ボルト,ボルト,2,"固定ボルト1本取替ブッシュ取付加工"
左右床枠ボルト,左右床枠ボルト,ボルト,2,"左右床枠ボルト折れ込み修理2本"
UDPC取付ボルト,UDPC取付ボルト,ボルト,2,"UDPC取付ボルト折れ込み修理"
ボルト一式,ボルト一式,ボルト,1,"ボルト一式"
左煽りドアー蝶番ボルト,左煽りドアー蝶番ボルト,ボルト,1,"左煽りドアー蝶番ボルト３本取付"
腐食スタッドボルト,腐食スタッドボルト,ボルト,1,"腐食スタッドボルト取外し加工"
泥除けボルト,泥除けボルト,ボルト,1,"泥除けボルト止め式アングル製作取付加工"
スケット固定ボルト,スケット固定ボルト,ボルト,1,"スケット固定ボルト10ミリ穴掘り取替加工２本"
腐食固定ボルト,腐食固定ボルト,ボルト,1,"腐食固定ボルト切断取替加工溶接２本"
左右通しボルト,左右通しボルト,ボルト,1,"左右通しボルト型スケット3個取替"
バス型サイドガードボルト,バス型サイドガードボルト,ボルト,1,"バス型サイドガードボルト取付"
ヶ所ボルト,ヶ所ボルト,ボルト,1,"右ウィングドアー蝶番３ヶ所ボルト取替加工"
焼き付きボルト,焼き付きボルト,ボルト,1,"焼き付きボルト取り外し"
センサーボルト,センサーボルト,ボルト,1,"センサーボルト折れ込み取外し修正"
アクスルボルト,アクスルボルト,ボルト,1,"アクスルボルトスタッド取替"
左踊場ボルト,左踊場ボルト,ボルト,1,"左踊場ボルト取替穴掘り加工"
カプラーボルト,カプラーボルト,ボルト,1,"カプラーボルト点検"
ボルト点検,ボルト点検,ボルト,1,"カプラーボルト点検"
ブッシュボルト,ブッシュボルト,ボルト,1,"ブッシュボルト切断取替"
ハブボルト,ハブボルト,ボルト,1,"ハブボルト折れ込み取外し加工"
シャフトボルト,シャフトボルト,ボルト,1,"シャフトボルト折れ込み取外し加工"
物入れ取付ボルト,物入れ取付ボルト,ボルト,1,"物入れ取付ボルト折れ込み取外し取替加工3本"
クランプ止めボルト,クランプ止めボルト,ボルト,1,"クランプ止めボルト切断取替溶接2本"
ドア蝶番破損部穴掘りボルト,ドア蝶番破損部穴掘りボルト,ボルト,1,"左後ろ煽りドア蝶番破損部穴掘りボルト取替加工4ヶ所(材料込み）"
右前Uボルト,右前Uボルト,ボルト,1,"右前Uボルト脱着折損溶接"
ボルト取付のため,ボルト取付のため,ボルト,1,"ボルト切断取替加工（Uボルト取付のため）"
ボルト嚙み込み点検,ボルト嚙み込み点検,ボルト,1,"折れ込みボルト嚙み込み点検"
左右ボデーボルト,左右ボデーボルト,ボルト,1,"左右ボデーボルトブラケット取替"
ボルト代込み,ボルト代込み,ボルト,1,"テールパイプ取替10㎜ロングボルト取替加工 (ボルト代込み）"
ボルト破損,ボルト破損,ボルト,1,"ボルト破損４本応急取付加工(12㎜ボルトASSY４本込み）"
支柱ボルト,支柱ボルト,ボルト,1,"支柱ボルト2本取替加工"
脱落ボルト,脱落ボルト,ボルト,1,"脱落ボルト取付"
枠骨ボルト,枠骨ボルト,ボルト,1,"枠骨ボルト2本取付加工"
抑え込みボルト,抑え込みボルト,ボルト,1,"抑え込みボルト取替"
右サイドガード前ボルト,右サイドガード前ボルト,ボルト,1,"右サイドガード前ボルト留め加工"
折損部ボルト,折損部ボルト,ボルト,1,"折損部ボルト止め加工"
フレーム側ボルト,フレーム側ボルト,ボルト,1,"フレーム側ボルト折れ込み取外し加工"
蝶番ボルト,蝶番ボルト,ボルト,1,"蝶番ボルト取付加工"
グセンタービーム蝶番ボルト,グセンタービーム蝶番ボルト,ボルト,1,"ウィングセンタービーム蝶番ボルト折損修理"
ウィングクッションボルト,ウィングクッションボルト,ボルト,1,"ウィングクッションボルト止め"
キャッチ受けボルト,キャッチ受けボルト,ボルト,1,"キャッチ受けボルト取替"
ヒンジボルト,ヒンジボルト,ボルト,1,"ヒンジボルト取付加工"
AHIノズルボルト,AHIノズルボルト,ボルト,1,"AHIノズルボルト折れ込み修理"
根角ボルト,根角ボルト,ボルト,1,"根角ボルトASSY8本"
工具箱取付ボルト,工具箱取付ボルト,ボルト,1,"工具箱取付ボルト切断取外し"
ボルト増し締め点検,ボルト増し締め点検,ボルト,1,"左右フェンダープレート取付ボルト増し締め点検"
歩み板取付ボルト,歩み板取付ボルト,ボルト,1,"歩み板取付ボルト折れ込み修理3本"
嚙み込みステンボルト,嚙み込みステンボルト,ボルト,1,"嚙み込みステンボルト切断取替加工6本"
右ドア開き止めボルト,右ドア開き止めボルト,ボルト,1,"右ドア開き止めボルト折れ込み修理"
左前煽りドア蝶番ボルト,左前煽りドア蝶番ボルト,ボルト,1,"左前煽りドア蝶番ボルト取付加工"
アンカーボルト,アンカーボルト,ボルト,1,"アンカーボルト"
右ドアストッパーボルト,右ドアストッパーボルト,ボルト,1,"右ドアストッパーボルト折れ込み修理2本"
左右穴掘りボルト,左右穴掘りボルト,ボルト,1,"左右穴掘りボルト留め加工"
左右ステーボルト,左右ステーボルト,ボルト,1,"左右ステーボルト折れ込み修理"
中央ステーボルト,中央ステーボルト,ボルト,1,"中央ステーボルト折れ込み修理"
左右メンバーボルト,左右メンバーボルト,ボルト,1,"左右メンバーボルト8本切断取替加工"
車幅灯取付ボルト,車幅灯取付ボルト,ボルト,1,"車幅灯取付ボルト折れ込み修理2カ所"
EGR取付ボルト,EGR取付ボルト,ボルト,1,"EGR取付ボルト取り外し"
サイドガードステップボルト,サイドガードステップボルト,ボルト,1,"左バス型サイドガードステップボルト2本取替加工"
踊り場ボルト,踊り場ボルト,ボルト,1,"踊り場ボルト2本折れ込み修理"
左サイドガード取付ボルト,左サイドガード取付ボルト,ボルト,1,"左サイドガード取付ボルト折れ込み修理"
ボルトASSY交換,ボルトASSY交換,ボルト,1,"12㎜ボルトASSY交換"
ボルトASSY取付,ボルトASSY取付,ボルト,1,"10㎜ボルトASSY取付"
左ドアストッパーボルト,左ドアストッパーボルト,ボルト,1,"左ドアストッパーボルト折れ込み修理"
スプリングボルト,スプリングボルト,ボルト,1,"スプリングボルト折損修理"
プラットホーム前枠骨ボルト,プラットホーム前枠骨ボルト,ボルト,1,"プラットホーム前枠骨ボルト2本取替加工"
ボルト取外し修理,ボルト取外し修理,ボルト,1,"腐食ボルト取外し修理"
枠骨異音点検ボルト,枠骨異音点検ボルト,ボルト,1,"枠骨異音点検ボルト取付加工３ヶ所"
ミラー,ミラー,ミラー,122,"アンダーミラー点検応急貼付"
左ミラー,左ミラー,ミラー,33,"左ミラーアーム脱着"
アンダーミラー,アンダーミラー,ミラー,15,"アンダーミラー点検応急貼付"
右ミラー,右ミラー,ミラー,13,"右ミラーアーム脱着"
ミラー交換,ミラー交換,ミラー,10,"左サイドミラー交換"
サイドミラー,サイドミラー,ミラー,9,"サイドミラー脱着付替え"
ミラー付替え,ミラー付替え,ミラー,8,"他ミラー付替え"
左バックミラー,左バックミラー,ミラー,7,"左バックミラーステー脱着応急修正"
サイドアンダーミラー,サイドアンダーミラー,ミラー,6,"サイドアンダーミラー取替"
ミラーアーム交換,ミラーアーム交換,ミラー,6,"左ミラーアーム交換"
左サイドミラー,左サイドミラー,ミラー,5,"左サイドミラー取替"
高速ミラー,高速ミラー,ミラー,3,"高速ミラー取替"
メッキミラー,メッキミラー,ミラー,3,"メッキミラーカバー付替え加工"
右バックミラー,右バックミラー,ミラー,2,"右バックミラー脱着"
ミラーアーム付替,ミラーアーム付替,ミラー,2,"左バックミラーアーム付替"
ミラーアーム付替え,ミラーアーム付替え,ミラー,2,"右ミラーアーム付替え"
ミラー付替,ミラー付替,ミラー,2,"ミラー付替"
ミラー修理,ミラー修理,ミラー,2,"左ミラー修理"
ミラー点検応急貼付,ミラー点検応急貼付,ミラー,1,"アンダーミラー点検応急貼付"
右メッキミラー,右メッキミラー,ミラー,1,"右メッキミラー取替"
他ミラー,他ミラー,ミラー,1,"他ミラー付替え"
ミラー増し締め点検,ミラー増し締め点検,ミラー,1,"左ミラー増し締め点検"
左アンダーミラー,左アンダーミラー,ミラー,1,"左アンダーミラー取替"
ミラーアーム,ミラーアーム,ミラー,1,"左ミラーアーム･左右コーナーパネル脱着"
ミラー一式交換,ミラー一式交換,ミラー,1,"ミラー一式交換"
ミラーロアブラケット取,ミラーロアブラケット取,ミラー,1,"左ミラーロアブラケット取り付け部分建て込み修理"
バックミラー,バックミラー,ミラー,1,"バックミラー脱着修正"
ミラー取り外し,ミラー取り外し,ミラー,1,"高速ミラー取り外し"
ミラー分解修理,ミラー分解修理,ミラー,1,"左ミラー分解修理"
ミラーアーム点検,ミラーアーム点検,ミラー,1,"右ミラーアーム点検"
右ドアミラー,右ドアミラー,ミラー,1,"右ドアミラーアーム脱着ボルト取り替え加工"
ライト,ライト,ライト,59,"左ヘッドライト付替"
左ヘッドライト,左ヘッドライト,ライト,15,"左ヘッドライト付替"
右ヘッドライト,右ヘッドライト,ライト,15,"右ヘッドライト取替"
ヘッドライト,ヘッドライト,ライト,12,"ヘッドライト取替"
右ライト,右ライト,ライト,7,"右ライトベゼル取替"
ライト組替,ライト組替,ライト,7,"右ヘッドライト組替"
ライト交換,ライト交換,ライト,7,"左ヘッドライト交換"
ライト付替,ライト付替,ライト,6,"左ヘッドライト付替"
ライト引出し,ライト引出し,ライト,5,"ヘッドライト引出し"
ステップライト,ステップライト,ライト,3,"ステップライト取替"
左右ヘッドライト,左右ヘッドライト,ライト,3,"左右ヘッドライト取替"
ライトステー鈑金,ライトステー鈑金,ライト,2,"ライトステー鈑金"
ライト鈑金,ライト鈑金,ライト,1,"右ヘッドライト鈑金"
ライト付替え,ライト付替え,ライト,1,"ステップライト付替え"
ライト一式交換,ライト一式交換,ライト,1,"右ライト一式交換"
右サイドガードライト,右サイドガードライト,ライト,1,"右サイドガードライトゲージコーナー製作取付溶接"
ライト修理,ライト修理,ライト,1,"左ヘッドライト修理"
ランプ,ランプ,ランプ,160,"マーカーランプステー切断鈑金取替加工溶接"
フォグランプ,フォグランプ,ランプ,17,"フォグランプカバー取替"
左テールランプ,左テールランプ,ランプ,16,"左テールランプ脱着"
右テールランプ,右テールランプ,ランプ,16,"右テールランプカバー取付"
テールランプ,テールランプ,ランプ,15,"テールランプ穴切断加工"
マーカーランプ,マーカーランプ,ランプ,14,"マーカーランプステー切断鈑金取替加工溶接"
ランプ交換,ランプ交換,ランプ,13,"テールランプ交換"
左フォグランプ,左フォグランプ,ランプ,11,"左フォグランプ取替"
バックランプ,バックランプ,ランプ,11,"バックランプステー製作取替加工"
左右バックランプ,左右バックランプ,ランプ,9,"左右バックランプ付替え"
ランプ組替,ランプ組替,ランプ,7,"右フォグランプ組替"
クランプ,クランプ,ランプ,6,"クランプ取替"
左右テールランプ,左右テールランプ,ランプ,6,"左右テールランプレンズ組替取替"
ランプレンズ交換,ランプレンズ交換,ランプ,6,"右テールランプレンズ交換"
左右フォグランプ,左右フォグランプ,ランプ,4,"左右フォグランプ取替"
ランプ付替え,ランプ付替え,ランプ,4,"左右バックランプ付替え"
右フォグランプ,右フォグランプ,ランプ,4,"右フォグランプ取替"
フラッシャーランプ,フラッシャーランプ,ランプ,4,"エアホース･コネクター･配線･マーカーランプ･フラッシャーランプ脱着"
コーナーランプ,コーナーランプ,ランプ,3,"コーナーランプ脱着"
ランプ付替,ランプ付替,ランプ,3,"左右テールランプ付替"
ランプ引出し,ランプ引出し,ランプ,3,"左フォグランプ引出し"
右コーナーランプ,右コーナーランプ,ランプ,2,"右コーナーランプ脱着加工"
パイプクランプ,パイプクランプ,ランプ,2,"パイプクランプステー脱着"
ランプカバー取付,ランプカバー取付,ランプ,1,"右テールランプカバー取付"
ステンテールランプ,ステンテールランプ,ランプ,1,"ステンテールランプブラケット応急曲がり直し"
ステップランプ,ステップランプ,ランプ,1,"ステップランプ付替え"
右マーカーランプ,右マーカーランプ,ランプ,1,"右マーカーランプステー脱着鈑金"
ホースクランプ,ホースクランプ,ランプ,1,"ホースクランプ脱着"
ルームランプ,ルームランプ,ランプ,1,"ルームランプ脱着"
ランプカバー付替え,ランプカバー付替え,ランプ,1,"フォグランプカバー付替え"
ケーブルクランプ,ケーブルクランプ,ランプ,1,"ケーブルクランプ2個取替"
ランプカバー,ランプカバー,ランプ,1,"左フォグランプカバー"
ランプ取り換え,ランプ取り換え,ランプ,1,"左テールランプ取り換え"
ランプ応急修理,ランプ応急修理,ランプ,1,"左テールランプ応急修理"
ランプASSY交換,ランプASSY交換,ランプ,1,"左テールランプASSY交換"
左後ろテールランプ,左後ろテールランプ,ランプ,1,"左後ろテールランプ防振ゴム３ヶ所取替加工"
ランプ防振ゴム,ランプ防振ゴム,ランプ,1,"左後ろテールランプ防振ゴム３ヶ所取替加工"
ハザードランプ,ハザードランプ,ランプ,1,"ハザードランプレンズ2個交換"
右側テールランプ,右側テールランプ,ランプ,1,"右側テールランプ脱着"
観音扉クランプ,観音扉クランプ,ランプ,1,"観音扉クランプ塗装"
ランプ塗装,ランプ塗装,ランプ,1,"観音扉クランプ塗装"
ランプ取付,ランプ取付,ランプ,1,"テールランプ取付"
左バックランプ,左バックランプ,ランプ,1,"左バックランプステイ製作取替"
右バックランプ,右バックランプ,ランプ,1,"右バックランプステイ脱着鈑金"